,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
57,58,Báo cáo tài chính Hợp nhất bán niên 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính bán hợp nhất bán niên niên độ 2019 - 2020 đã kiểm toán,17/02/2020 20:36:45,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất bán niên 2020,./crawl_table/SBT/Báo cáo tài chính Hợp nhất bán niên 2020_17_02_2020 20_36_45
58,59,Báo cáo tài chính Hợp nhất quý II/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 2 niên độ 2019 - 2020,30/01/2020 13:07:38,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý II/ 2020,./crawl_table/SBT/Báo cáo tài chính Hợp nhất quý II_ 2020_30_01_2020 13_07_38
59,60,Báo cáo tài chính Riêng quý II/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Quý 2 - Niên độ 19-20,30/01/2020 12:41:28,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý II/ 2020,./crawl_table/SBT/Báo cáo tài chính riêng Quý 2 - Niên độ 19-20_30_01_2020 12_41_28
60,61,Báo cáo tài chính Hợp nhất quý I/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 1,31/10/2019 00:25:33,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý I/ 2020,./crawl_table/SBT/Báo cáo tài chính Hợp nhất Quý 1_31_10_2019 00_25_33
61,62,Báo cáo tài chính Riêng quý I/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Quý 1- 19-20,31/10/2019 00:17:39,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý I/ 2020,./crawl_table/SBT/Báo cáo tài chính riêng Quý 1- 19-20_31_10_2019 00_17_39
62,63,Báo cáo tài chính Riêng năm 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC Riêng 18-19,29/09/2019 04:28:15,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng năm 2019,./crawl_table/SBT/BCTC Riêng 18-19_29_09_2019 04_28_15
63,64,Báo cáo tài chính Hợp nhất năm 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC Hợp nhất 18-19,29/09/2019 04:19:04,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất năm 2019,./crawl_table/SBT/BCTC Hợp nhất 18-19_29_09_2019 04_19_04
64,65,Báo cáo tài chính Riêng quý IV/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Quý 4 năm 2018-2019,31/07/2019 03:39:52,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý IV/ 2019,./crawl_table/SBT/Báo cáo tài chính riêng Quý 4 năm 2018-2019_31_07_2019 03_39_52
65,66,Báo cáo tài chính Hợp nhất quý IV/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 4 niên độ 2018-2019,31/07/2019 01:15:21,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý IV/ 2019,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 4 niên độ 2018-2019_31_07_2019 01_15_21
66,67,Báo cáo tài chính Riêng quý III/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC Riêng QIII niên độ 2018-2019,30/04/2019 00:09:14,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý III/ 2019,./crawl_table/SBT/BCTC Riêng QIII niên độ 2018-2019_30_04_2019 00_09_14
67,68,Báo cáo tài chính Hợp nhất quý III/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT - Báo cáo tài chính hợp nhất Quý 3 niên độ 2018-2019,29/04/2019 23:29:26,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý III/ 2019,./crawl_table/SBT/Báo cáo tài chính Hợp nhất quý III_ 2019_29_04_2019 23_29_26
68,69,Báo cáo tài chính Riêng bán niên 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng bán niên 2018 - 2019,02/03/2019 09:30:15,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng bán niên 2019,./crawl_table/SBT/Báo cáo tài chính riêng bán niên 2018 - 2019_02_03_2019 09_30_15
69,70,Báo cáo tài chính Hợp nhất bán niên 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất bán niên (6m1819) NĐ 2018-2019,02/03/2019 09:03:51,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất bán niên 2019,./crawl_table/SBT/Báo cáo tài chính Hợp nhất bán niên 2019_02_03_2019 09_03_51
70,71,Báo cáo tài chính Hợp nhất quý II/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 2 niên độ 2018-2019,30/01/2019 21:15:23,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý II/ 2019,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 2 niên độ 2018-2019_30_01_2019 21_15_23
71,72,Báo cáo tài chính Riêng quý II/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng quý 2 niên độ 2018 - 2019,30/01/2019 19:57:52,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý II/ 2019,./crawl_table/SBT/Báo cáo tài chính riêng quý 2 niên độ 2018 - 2019_30_01_2019 19_57_52
72,73,Báo cáo tài chính Riêng quý I/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng quý 1 niên độ 2018 - 2019,30/10/2018 19:22:49,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý I/ 2019,./crawl_table/SBT/Báo cáo tài chính riêng quý 1 niên độ 2018 - 2019_30_10_2018 19_22_49
73,74,Báo cáo tài chính Hợp nhất quý I/ 2019,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 1 niên độ 2018 - 2019,30/10/2018 18:38:33,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý I/ 2019,./crawl_table/SBT/Báo cáo tài chính Hợp nhất quý I_ 2019_30_10_2018 18_38_33
74,75,Báo cáo tài chính Riêng năm 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo riêng 2017-2018,28/09/2018 20:34:22,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng năm 2018,./crawl_table/SBT/Báo cáo riêng 2017-2018_28_09_2018 20_34_22
75,76,Báo cáo tài chính Hợp nhất năm 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Bao cao hop nhat,28/09/2018 19:49:04,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất năm 2018,./crawl_table/SBT/Bao cao hop nhat_28_09_2018 19_49_04
76,77,Báo cáo tài chính Hợp nhất quý IV/ 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC hợp nhất quý 4/2017-2018,30/07/2018 21:16:00,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý IV/ 2018,./crawl_table/SBT/BCTC hợp nhất quý 4_2017-2018_30_07_2018 21_16_00
77,78,Báo cáo tài chính Riêng quý IV/ 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC riêng quý 4,30/07/2018 19:47:22,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý IV/ 2018,./crawl_table/SBT/BCTC riêng quý 4_30_07_2018 19_47_22
78,79,Báo cáo tài chính Hợp nhất quý III/ 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Quý 3 niên độ 2017-2018,02/05/2018 10:16:02,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý III/ 2018,./crawl_table/SBT/Báo cáo tài chính hợp nhất Quý 3 niên độ 2017-2018_02_05_2018 10_16_02
79,80,Báo cáo tài chính Riêng quý III/ 2018,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Quý 3 niên độ 2017-2018,02/05/2018 09:30:05,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý III/ 2018,./crawl_table/SBT/Báo cáo tài chính riêng Quý 3 niên độ 2017-2018_02_05_2018 09_30_05
